step,hours,val_loss,train_loss_epoch,train_loss_step,lr-AdamW,epoch,gradient_2norm
10468,0.6762,,,0.357522,5.79454e-05,23,673.288
10497,0.6778,,,0.334914,5.69311e-05,23,27.0646
10526,0.6795,,,0.321587,5.59244e-05,23,95.8975
10555,0.6811,,,0.343833,5.49251e-05,23,601.029
10584,0.6828,,,0.32946,5.39335e-05,23,382.247
10613,0.6844,,,0.348864,5.29495e-05,23,2291.84
10642,0.6862,,,0.329034,5.19731e-05,23,45.2755
10671,0.6878,,,0.332205,5.10046e-05,23,4216.3
10700,0.6895,,,0.33618,5.00438e-05,23,527.093
10729,0.6912,,,0.328305,4.90908e-05,23,782.631
10758,0.6928,,,0.317893,4.81457e-05,23,283.37
10787,0.6945,,,0.336545,4.72086e-05,23,492.981
10816,0.6962,,,0.324726,4.62795e-05,23,57.4005
10845,0.6979,,,0.378093,4.53584e-05,23,116.413
10874,0.6996,,,0.321683,4.44454e-05,23,62.1454
10895,0.7042,0.325634,0.328172,,,23,
10903,0.7051,,,0.318671,4.35405e-05,24,54.6856
10932,0.7068,,,0.305081,4.26438e-05,24,149.887
10961,0.7085,,,0.334973,4.17553e-05,24,198.82
10990,0.7101,,,0.312768,4.08751e-05,24,5159.88
11019,0.7119,,,0.319514,4.00032e-05,24,252.084
11048,0.7135,,,0.318365,3.91397e-05,24,2433.66
11077,0.7152,,,0.305393,3.82846e-05,24,92.066
11106,0.7168,,,0.340661,3.74379e-05,24,1449.02
11135,0.7185,,,0.340752,3.65998e-05,24,772.154
11164,0.7202,,,0.319892,3.57702e-05,24,466.987
11193,0.7219,,,0.327838,3.49491e-05,24,581.335
11222,0.7235,,,0.323043,3.41367e-05,24,206.483
11251,0.7252,,,0.333673,3.3333e-05,24,2731.78
11280,0.7268,,,0.328058,3.2538e-05,24,203.85
11309,0.7285,,,0.326694,3.17517e-05,24,85.1538
11338,0.7301,,,0.320896,3.09743e-05,24,939.978
11349,0.7342,0.320659,0.326649,,,24,
11367,0.7356,,,0.318682,3.02057e-05,25,1861.46
11396,0.7372,,,0.325279,2.94459e-05,25,96.2809
11425,0.7389,,,0.319732,2.86951e-05,25,203.996
11454,0.7405,,,0.32257,2.79532e-05,25,337.262
11483,0.7422,,,0.325166,2.72203e-05,25,45.1476
11512,0.7438,,,0.323265,2.64965e-05,25,329.183
11541,0.7455,,,0.346741,2.57817e-05,25,136.854
11570,0.7471,,,0.335821,2.50761e-05,25,991.563
11599,0.7488,,,0.336546,2.43795e-05,25,172.953
11628,0.7504,,,0.312183,2.36922e-05,25,183.693
11657,0.7521,,,0.326598,2.30141e-05,25,73.2044
11686,0.7537,,,0.33195,2.23452e-05,25,192.469
11715,0.7554,,,0.342276,2.16856e-05,25,172.953
11744,0.7570,,,0.308449,2.10354e-05,25,309.512
11773,0.7587,,,0.324317,2.03945e-05,25,133.116
11802,0.7603,,,0.327599,1.9763e-05,25,138.857
11803,0.7638,0.319777,0.325695,,,25,
11831,0.7658,,,0.332369,1.91409e-05,26,451.558
11860,0.7674,,,0.319534,1.85283e-05,26,7099.41
11889,0.7691,,,0.315256,1.79251e-05,26,1939.76
11918,0.7707,,,0.310952,1.73315e-05,26,333.339
11947,0.7724,,,0.313462,1.67474e-05,26,176.949
11976,0.7740,,,0.32727,1.61729e-05,26,402.031
12005,0.7757,,,0.321188,1.56081e-05,26,2097.72
12034,0.7773,,,0.345907,1.50528e-05,26,75.8285
12063,0.7789,,,0.32091,1.45072e-05,26,355.927
12092,0.7806,,,0.337302,1.39714e-05,26,705.264
12121,0.7822,,,0.332689,1.34452e-05,26,452.096
12150,0.7839,,,0.325755,1.29288e-05,26,793.605
12179,0.7855,,,0.337018,1.24222e-05,26,24.0676
12208,0.7872,,,0.326207,1.19254e-05,26,689.064
12237,0.7888,,,0.320083,1.14384e-05,26,75.641
12257,0.7934,0.318794,0.324728,,,26,
12266,0.7942,,,0.348052,1.09613e-05,27,94.5622
12295,0.7959,,,0.321364,1.04941e-05,27,91.9239
12324,0.7975,,,0.330083,1.00368e-05,27,40.3339
12353,0.7992,,,0.324582,9.58937e-06,27,195.231
12382,0.8008,,,0.290984,9.15193e-06,27,226.749
12411,0.8025,,,0.314061,8.72448e-06,27,75.2931
12440,0.8041,,,0.305594,8.30702e-06,27,511.154
12469,0.8058,,,0.319885,7.89958e-06,27,5821.56
12498,0.8074,,,0.336554,7.50219e-06,27,39.4177
12527,0.8091,,,0.313573,7.11486e-06,27,75.6046
12556,0.8107,,,0.31728,6.73761e-06,27,489.078
12585,0.8124,,,0.328514,6.37047e-06,27,27.976
12614,0.8140,,,0.322274,6.01345e-06,27,123.721
12643,0.8157,,,0.321548,5.66658e-06,27,448.189
12672,0.8173,,,0.330256,5.32986e-06,27,139.096
12701,0.8189,,,0.329899,5.00333e-06,27,1013.8
12711,0.8230,0.318458,0.324025,,,27,
12730,0.8244,,,0.324054,4.68698e-06,28,442.281
12759,0.8261,,,0.317012,4.38085e-06,28,952.88
12788,0.8277,,,0.329557,4.08495e-06,28,219.138
12817,0.8294,,,0.320936,3.79929e-06,28,2150.66
12846,0.8310,,,0.305628,3.52389e-06,28,987.675
12875,0.8327,,,0.320501,3.25876e-06,28,1586.27
12904,0.8343,,,0.307662,3.00391e-06,28,320.587
12933,0.8360,,,0.33368,2.75936e-06,28,356.996
12962,0.8376,,,0.310694,2.52513e-06,28,87.0614
12991,0.8393,,,0.333672,2.30122e-06,28,101.997
13020,0.8409,,,0.330308,2.08765e-06,28,2384.83
13049,0.8426,,,0.335243,1.88442e-06,28,93.8561
13078,0.8442,,,0.322618,1.69156e-06,28,43.8838
13107,0.8459,,,0.319991,1.50906e-06,28,334.101
13136,0.8475,,,0.326072,1.33693e-06,28,55.9937
13165,0.8526,0.318051,0.323653,0.291947,1.1752e-06,28,43.7559
13194,0.8546,,,0.315603,1.02386e-06,29,181.668
13223,0.8562,,,0.31645,8.8292e-07,29,236.221
